DATE,NITRATE,TOTAL-PHOSPHATE,SR-PHOSPHATE
01/11/2017 00:00,9.81685,-0.74451,-0.24939
01/11/2017 00:30,9.77106,-0.74359,-0.24878
01/11/2017 01:00,9.78938,-0.74451,-0.24939
01/11/2017 01:30,9.77106,-0.74451,-0.24939
01/11/2017 02:00,9.78938,-0.74451,-0.24969
01/11/2017 02:30,9.78022,-0.74451,-0.24939
01/11/2017 03:00,9.78938,-0.74451,-0.24969
01/11/2017 03:30,9.79853,-0.74451,-0.24969
01/11/2017 04:00,9.77106,-0.74542,-0.24939
01/11/2017 04:30,9.7619,-0.74451,-0.24939
01/11/2017 05:00,9.77106,-0.74451,-0.24969
01/11/2017 05:30,9.78938,-0.74451,-0.24939
01/11/2017 06:00,9.81685,-0.74451,-0.24969
01/11/2017 06:30,9.83516,-0.74451,-0.24939
01/11/2017 07:00,9.82601,-0.74542,-0.24939
01/11/2017 07:30,9.87179,-0.74542,-0.24939
01/11/2017 08:00,9.84432,-0.74542,-0.24939
01/11/2017 08:30,9.86264,-0.74451,-0.24939
01/11/2017 09:00,9.80769,-0.74451,-0.24908
01/11/2017 09:30,9.82601,-0.74451,-0.24939
01/11/2017 10:00,9.84432,-0.74542,-0.24939
01/11/2017 10:30,9.81685,-0.74451,-0.24939
01/11/2017 11:00,9.79853,-0.74542,-0.24939
01/11/2017 11:30,9.79853,-0.74542,-0.24939
01/11/2017 12:00,9.78022,-0.74451,-0.24969
01/11/2017 12:30,9.79853,-0.74451,-0.24939
01/11/2017 13:00,9.78022,-0.74451,-0.24939
01/11/2017 13:30,9.78022,-0.74542,-0.24939
01/11/2017 14:00,9.80769,-0.74542,-0.24969
01/11/2017 14:30,9.75275,-0.74542,-0.24939
01/11/2017 15:00,9.78938,-0.74451,-0.24939
01/11/2017 15:30,9.77106,-0.74451,-0.24969
01/11/2017 16:00,9.74359,-0.74451,-0.24939
01/11/2017 16:30,9.7619,-0.74542,-0.24939
01/11/2017 17:00,9.75275,-0.74451,-0.24939
01/11/2017 17:30,9.75275,-0.74451,-0.24939
01/11/2017 18:00,9.75275,-0.74451,-0.25
01/11/2017 18:30,9.74359,-0.74451,-0.24878
01/11/2017 19:00,9.75275,-0.74451,-0.24969
01/11/2017 19:30,9.78022,-0.74542,-0.24969
01/11/2017 20:00,9.7619,-0.74451,-0.24939
01/11/2017 20:30,9.79853,-0.74542,-0.24939
01/11/2017 21:00,9.7619,-0.74542,-0.24939
01/11/2017 21:30,9.78938,-0.74451,-0.24939
01/11/2017 22:00,9.7619,-0.74451,-0.24939
01/11/2017 22:30,9.75275,-0.74542,-0.24939
01/11/2017 23:00,9.7619,-0.74451,-0.24969
01/11/2017 23:30,9.71612,-0.74634,-0.24969
02/11/2017 00:00,9.74359,-0.74451,-0.24939
02/11/2017 00:30,9.75275,-0.74542,-0.24908
02/11/2017 01:00,9.70696,-0.74451,-0.24939
02/11/2017 01:30,9.73443,-0.74451,-0.24939
02/11/2017 02:00,9.75275,-0.74451,-0.24939
02/11/2017 02:30,9.77106,-0.74451,-0.24939
02/11/2017 03:00,9.75275,-0.74542,-0.24939
02/11/2017 04:00,9.73443,-0.74451,-0.24878
02/11/2017 04:30,9.78022,-0.74451,-0.24939
02/11/2017 05:00,9.78022,-0.74451,-0.24939
02/11/2017 05:30,9.81685,-0.74451,-0.24939
02/11/2017 06:00,9.78938,-0.74542,-0.24939
02/11/2017 06:30,9.78938,-0.74542,-0.24939
02/11/2017 07:00,9.78938,-0.74542,-0.24939
02/11/2017 09:00,9.82601,-0.74451,-0.24939
02/11/2017 09:30,9.81685,-0.74451,-0.25
02/11/2017 10:00,9.80769,-0.74451,-0.24939
02/11/2017 10:30,9.83516,-0.74451,-0.24939
02/11/2017 11:00,9.80769,-0.74451,-0.24939
02/11/2017 11:30,9.79853,-0.74451,-0.24939
02/11/2017 12:00,9.81685,-0.74542,-0.24939
02/11/2017 13:00,9.80769,-0.74542,-0.24939
02/11/2017 13:30,9.77106,-0.74542,-0.24939
02/11/2017 17:00,9.80769,-0.74542,-0.24939
02/11/2017 17:30,9.84432,-0.74451,-0.24939
02/11/2017 18:00,9.7619,-0.74451,-0.24939
02/11/2017 18:30,9.80769,-0.74451,-0.24939
02/11/2017 19:00,9.74359,-0.74542,-0.24939
02/11/2017 19:30,9.73443,-0.74542,-0.24969
02/11/2017 20:00,9.7619,-0.74451,-0.24939
02/11/2017 20:30,9.75275,-0.74451,-0.24939
02/11/2017 21:00,9.74359,-0.74542,-0.24969
02/11/2017 21:30,9.73443,-0.74451,-0.24939
02/11/2017 22:00,9.71612,-0.74451,-0.24939
02/11/2017 22:30,9.74359,-0.74451,-0.24969
02/11/2017 23:00,9.75275,-0.74542,-0.24939
02/11/2017 23:30,9.7619,-0.74542,-0.24939
03/11/2017 00:00,9.7619,-0.74451,-0.24939
03/11/2017 00:30,10.00916,-0.74542,-0.24939
03/11/2017 01:00,9.83516,-0.74542,-0.24939
03/11/2017 01:30,9.92674,-0.74176,-0.24939
03/11/2017 02:00,9.98168,-0.74542,-0.24939
03/11/2017 02:30,10.07326,-0.74542,-0.24939
03/11/2017 03:00,10.19231,-0.74542,-0.24939
03/11/2017 03:30,10.29304,-0.74451,-0.24939
03/11/2017 04:00,10.35714,-0.74542,-0.24939
03/11/2017 04:30,10.49451,-0.74542,-0.24939
03/11/2017 05:00,10.56777,-0.74451,-0.24939
03/11/2017 05:30,10.65934,-0.74451,-0.24969
03/11/2017 06:00,10.76007,-0.74542,-0.24939
03/11/2017 06:30,10.7967,-0.74451,-0.24939
03/11/2017 07:00,10.84249,-0.74542,-0.24939
03/11/2017 07:30,10.95238,-0.74542,-0.25
03/11/2017 08:00,10.99817,-0.74451,-0.24939
03/11/2017 08:30,11.0348,-0.74542,-0.24939
03/11/2017 09:00,11.04396,-0.74542,-0.24939
03/11/2017 09:30,11.15385,-0.74542,-0.24939
03/11/2017 10:00,11.08974,-0.74542,-0.24939
03/11/2017 10:30,11.13553,-0.74451,-0.24939
03/11/2017 11:00,11.19963,-0.74542,-0.24939
03/11/2017 11:30,11.21795,-0.74542,-0.24939
03/11/2017 12:00,11.25458,-0.74451,-0.24939
03/11/2017 12:30,11.30037,0.09066,0.00397
03/11/2017 13:30,11.31868,0.06593,0.01465
03/11/2017 14:00,11.31868,0.06502,0.00916
03/11/2017 14:30,11.26374,0.06593,0.00885
03/11/2017 15:00,11.337,0.05678,0.00916
03/11/2017 15:30,11.337,0.05678,0.00885
03/11/2017 16:00,11.27289,0.05678,0.00946
03/11/2017 16:30,11.29121,0.05861,0.00916
03/11/2017 17:00,11.24542,0.05678,0.00946
03/11/2017 17:30,11.31868,0.05678,0.00916
03/11/2017 18:00,11.25458,0.05678,0.01007
03/11/2017 18:30,11.20879,0.05678,0.00946
03/11/2017 19:00,11.21795,0.05678,0.01007
03/11/2017 19:30,11.22711,0.05586,0.01007
03/11/2017 20:00,11.19048,0.05678,0.01038
03/11/2017 20:30,11.21795,0.05678,0.00946
03/11/2017 21:00,11.19963,0.05678,0.01007
03/11/2017 21:30,11.21795,0.05678,0.01007
03/11/2017 22:00,11.11722,0.04762,0.00702
03/11/2017 22:30,10.65934,0.04762,0.00946
03/11/2017 23:00,11.06227,0.04853,0.00946
03/11/2017 23:30,11.06227,0.04762,0.00916
04/11/2017 00:00,11.06227,0.04945,0.00916
04/11/2017 00:30,11.05311,0.04853,0.00916
04/11/2017 01:00,11.0348,0.01282,0.00916
04/11/2017 01:30,11.02564,0.04579,0.01007
04/11/2017 02:00,10.9707,0.04853,0.00946
04/11/2017 02:30,10.92491,0.04762,0.00916
04/11/2017 03:00,10.9707,0.04853,0.00672
04/11/2017 03:30,10.96154,0.04304,0.00641
04/11/2017 04:00,10.89744,0.03938,0.00641
04/11/2017 04:30,10.89744,0.04121,0.00916
04/11/2017 05:00,10.90659,0.04121,0.00916
04/11/2017 05:30,10.89744,0.04121,0.00672
04/11/2017 06:00,10.88828,0.04121,0.01007
04/11/2017 06:30,10.99817,0.04029,0.01007
04/11/2017 07:00,10.90659,0.04212,0.01007
04/11/2017 07:30,10.89744,0.04121,0.00672
04/11/2017 08:00,10.96154,0.03938,0.01007
04/11/2017 08:30,10.96154,0.03938,0.00946
04/11/2017 09:00,10.91575,0.04029,0.00946
04/11/2017 09:30,10.95238,0.03846,0.00946
04/11/2017 10:00,10.95238,0.03846,0.00946
04/11/2017 10:30,10.86996,0.04029,0.01252
04/11/2017 11:00,10.91575,0.04121,0.00946
04/11/2017 11:30,10.86996,0.04121,0.00946
04/11/2017 12:00,10.87912,0.04121,0.00916
04/11/2017 12:30,10.86996,0.04121,0.00916
04/11/2017 13:00,10.86996,0.04029,0.01129
04/11/2017 13:30,10.82418,0.04212,0.00916
04/11/2017 14:00,10.84249,0.04121,0.00916
04/11/2017 14:30,10.89744,0.03938,0.00916
04/11/2017 15:00,10.82418,0.03846,0.00916
04/11/2017 15:30,10.88828,0.04029,0.00946
04/11/2017 16:00,10.84249,0.03846,0.00885
04/11/2017 16:30,10.84249,0.04029,0.01007
04/11/2017 17:00,10.83333,0.04121,0.00824
04/11/2017 17:30,10.80586,0.03755,0.00885
04/11/2017 18:00,10.76923,0.03846,0.00885
04/11/2017 18:30,10.75092,0.04029,0.00916
04/11/2017 19:00,10.76007,0.03938,0.01007
04/11/2017 19:30,10.75092,0.03938,0.00946
04/11/2017 20:00,10.65018,0.03938,0.00946
04/11/2017 20:30,10.65934,0.04029,0.01007
04/11/2017 21:00,10.65018,0.04121,0.00916
04/11/2017 21:30,10.6044,0.03938,0.00946
04/11/2017 22:00,10.57692,0.04029,-0.00183
04/11/2017 22:30,10.56777,0.04212,0.00885
04/11/2017 23:00,10.6044,0.04121,0.00946
04/11/2017 23:30,10.61355,0.04121,0.01007
05/11/2017 00:00,10.61355,0.03755,0.01007
05/11/2017 00:30,10.47619,0.03846,0.00336
05/11/2017 01:00,10.47619,0.04029,0.00916
05/11/2017 01:30,10.44872,0.04029,0.00946
05/11/2017 02:00,10.38462,0.04121,0.00946
05/11/2017 02:30,10.33883,0.04121,0.00946
05/11/2017 03:00,10.31136,0.04029,0.00946
05/11/2017 03:30,10.27473,0.04121,0.01068
05/11/2017 04:00,10.27473,0.04029,0.00946
05/11/2017 04:30,10.2381,0.04121,0.00946
05/11/2017 05:00,10.26557,0.04121,0.00946
05/11/2017 05:30,10.21062,0.04121,0.00031
05/11/2017 06:00,10.19231,0.04029,0.00916
05/11/2017 06:30,10.18315,0.04212,0.01007
05/11/2017 07:00,10.19231,0.04029,0.01007
05/11/2017 07:30,10.14652,0.03938,0.01007
05/11/2017 08:00,10.0641,0.04121,0.00824
05/11/2017 08:30,10.13736,0.04029,0.00946
05/11/2017 09:00,10.05495,0.00092,0.00916
05/11/2017 09:30,10.12821,0.04029,0.01007
05/11/2017 10:00,10.02747,0.04121,0.00946
05/11/2017 10:30,10.07326,0.03846,0.01221
05/11/2017 11:00,10.02747,0.04121,0.00946
05/11/2017 11:30,9.99084,0.04029,0.01007
05/11/2017 12:00,10.00916,0.04029,0.01129
05/11/2017 12:30,9.98168,0.04121,0.00946
05/11/2017 13:00,9.97253,0.03938,0.01007
05/11/2017 13:30,10,0.04029,0.00946
05/11/2017 14:00,9.95421,0.04121,0.00916
05/11/2017 14:30,9.80769,0.03571,0.00946
05/11/2017 15:00,9.84432,0.04121,0.00946
05/11/2017 15:30,9.97253,0.04121,0.00885
05/11/2017 16:00,9.92674,0.04029,0.00916
05/11/2017 16:30,9.96337,0.04121,0.01007
05/11/2017 17:00,9.9359,0.04121,0.00885
05/11/2017 17:30,9.96337,0.04029,0.00946
05/11/2017 18:00,9.92674,0.03571,0.01007
05/11/2017 18:30,9.91758,0.04121,0.00916
05/11/2017 19:00,9.85348,0.04029,0.00946
05/11/2017 19:30,9.80769,0.03938,0.00946
05/11/2017 20:00,9.82601,0.04487,0.00946
05/11/2017 20:30,9.78938,0.04029,0.01007
05/11/2017 21:00,9.84432,0.05495,0.01099
05/11/2017 21:30,9.80769,0.05678,0.01526
05/11/2017 22:00,9.78022,0.05861,0.0116
05/11/2017 22:30,9.67949,0.04029,0.00946
05/11/2017 23:00,9.70696,0.04121,0.00916
05/11/2017 23:30,9.66117,0.03938,0.00946
06/11/2017 00:00,9.67033,0.04121,0.00916
06/11/2017 00:30,9.64286,0.04121,0.00946
06/11/2017 01:00,9.66117,0.04029,0.00916
06/11/2017 01:30,9.62454,0.04029,0.01007
06/11/2017 02:00,9.62454,0.04762,0.00916
06/11/2017 02:30,9.57875,0.04029,0.01007
06/11/2017 03:00,9.62454,0.03297,0.00916
06/11/2017 03:30,9.59707,0.03114,0.01007
06/11/2017 04:00,9.59707,0.04121,0.00672
06/11/2017 04:30,9.55128,0.04029,0.00916
06/11/2017 05:00,9.58791,0.04029,0.01038
06/11/2017 05:30,9.58791,0.04029,0.00946
06/11/2017 06:00,9.6337,0.03297,0.0058
06/11/2017 06:30,9.59707,0.03205,0.00916
06/11/2017 07:00,9.59707,0.04121,0.00916
06/11/2017 07:30,9.5696,0.04029,0.00641
06/11/2017 08:00,9.58791,0.04121,0.00885
06/11/2017 08:30,9.57875,0.04121,0.00885
06/11/2017 09:00,9.58791,0.04029,0.00916
06/11/2017 09:30,9.18498,0.04121,0.00916
06/11/2017 10:00,9.57875,0.03938,0.00946
06/11/2017 10:30,9.59707,0.04121,0.00672
06/11/2017 11:00,9.56044,0.04029,0.00916
06/11/2017 11:30,9.54212,0.03938,0.00885
06/11/2017 12:00,9.57875,0.04121,0.00916
06/11/2017 12:30,9.58791,0.04121,0.00946
06/11/2017 13:00,9.56044,0.04029,0.00946
06/11/2017 13:30,9.5696,0.04121,0.00916
06/11/2017 14:00,9.55128,0.04029,0.00946
06/11/2017 14:30,9.54212,0.04121,0.01007
06/11/2017 15:00,9.30403,0.04029,0.00946
23/11/2017 15:00,-7.5,-0.74542,-0.24939
23/11/2017 15:30,-7.5,-0.74542,-0.24939
23/11/2017 16:00,-7.5,-0.74542,-0.24939
23/11/2017 16:30,-7.5,-0.74542,-0.24939
23/11/2017 17:00,-7.5,-0.74451,-0.24939
23/11/2017 17:30,-7.5,-0.74542,-0.24939
23/11/2017 18:00,-7.5,-0.74451,-0.24939
23/11/2017 18:30,-7.5,-0.74451,-0.24939
23/11/2017 19:00,-7.5,-0.74451,-0.24939
23/11/2017 19:30,-7.5,-0.74542,-0.24939
23/11/2017 20:00,-7.5,-0.74451,-0.24939
23/11/2017 20:30,-7.5,-0.74542,-0.24939
23/11/2017 21:00,-7.5,-0.74451,-0.24939
23/11/2017 21:30,-7.5,-0.74542,-0.24939
23/11/2017 22:00,-7.5,-0.74542,-0.24939
23/11/2017 22:30,-7.5,-0.74542,-0.24939
23/11/2017 23:00,-7.5,-0.74542,-0.24939
23/11/2017 23:30,-7.5,-0.74542,-0.24939
24/11/2017 00:00,-7.5,-0.74542,-0.24939
24/11/2017 00:30,-7.5,-0.74451,-0.24939
24/11/2017 01:00,-7.5,-0.74451,-0.24939
24/11/2017 01:30,-7.5,-0.74542,-0.24939
24/11/2017 02:00,-7.5,-0.74542,-0.24939
24/11/2017 02:30,-7.5,-0.74542,-0.24939
24/11/2017 03:00,-7.5,-0.74542,-0.24939
24/11/2017 03:30,-7.5,-0.74542,-0.24939
24/11/2017 04:00,-7.5,-0.74542,-0.24939
24/11/2017 04:30,-7.5,-0.74451,-0.24939
24/11/2017 05:00,-7.5,-0.74451,-0.24939
24/11/2017 05:30,-7.5,-0.74451,-0.24939
24/11/2017 06:00,-7.5,-0.74542,-0.24939
24/11/2017 06:30,-7.5,-0.74451,-0.24939
24/11/2017 07:00,-7.5,-0.74451,-0.24939
24/11/2017 07:30,-7.5,-0.74451,-0.24939
24/11/2017 08:00,-7.5,-0.74451,-0.24939
24/11/2017 08:30,-7.5,-0.74451,-0.24939
24/11/2017 09:00,-7.5,-0.74542,-0.24939
24/11/2017 09:30,-7.5,-0.74451,-0.24939
24/11/2017 10:00,-7.5,-0.74451,-0.24939
01/12/2017 13:30,10.19231,1.03755,0.00488
01/12/2017 14:00,10.69597,0.05952,0.01313
01/12/2017 14:30,10.72344,0.04945,0.01007
01/12/2017 15:00,10.72344,0.04396,0.00946
01/12/2017 15:30,10.68681,0.04121,0.00946
01/12/2017 16:00,10.70513,0.04121,0.00946
01/12/2017 16:30,10.67766,0.0522,0.01038
01/12/2017 17:00,10.71429,0.04029,0.00946
01/12/2017 17:30,10.65934,0.04121,0.00916
01/12/2017 18:00,10.6685,0.04029,0.00946
01/12/2017 18:30,10.65934,0.03663,0.00946
01/12/2017 19:00,10.68681,0.03938,0.00946
01/12/2017 19:30,10.27473,0.04121,0.01007
01/12/2017 20:00,10.65018,0.04121,0.01007
01/12/2017 20:30,10.63187,0.03571,0.00885
01/12/2017 21:00,10.65934,0.04029,0.00946
01/12/2017 21:30,10.64103,0.04029,0.01007
01/12/2017 22:00,10.65018,0.04212,0.00946
01/12/2017 22:30,10.64103,0.04029,0.00885
01/12/2017 23:00,10.62271,0.04029,0.00916
01/12/2017 23:30,10.64103,0.04029,0.00916
02/12/2017 00:00,10.62271,0.03846,0.00946
02/12/2017 00:30,10.63187,0.03938,0.00946
02/12/2017 01:00,10.6044,0.04212,0.00885
02/12/2017 01:30,10.6044,0.03938,0.00916
02/12/2017 02:00,10.63187,0.04029,0.01007
02/12/2017 02:30,10.6044,0.04212,0.01007
02/12/2017 03:00,10.62271,0.03938,0.01007
02/12/2017 03:30,10.6044,0.03938,0.00916
02/12/2017 04:00,10.6044,0.04029,0.00855
02/12/2017 04:30,10.59524,0.04029,0.00946
02/12/2017 05:00,10.65934,0.04121,0.00916
02/12/2017 05:30,10.62271,0.04121,0.00916
02/12/2017 06:00,10.61355,0.04121,0.00946
02/12/2017 06:30,10.65018,0.04029,0.00946
02/12/2017 07:00,10.62271,0.04029,0.00946
02/12/2017 07:30,10.59524,0.04121,0.00946
02/12/2017 08:00,10.59524,0.04029,0.01007
02/12/2017 08:30,10.57692,0.03938,0.00885
02/12/2017 09:00,10.54945,0.04121,0.00946
02/12/2017 09:30,10.54029,0.04029,0.00946
02/12/2017 10:00,10.53114,0.04212,0.00916
02/12/2017 10:30,10.55861,0.04029,0.01007
02/12/2017 11:00,10.47619,0.04029,0.00946
02/12/2017 11:30,10.47619,0.04029,0.00946
02/12/2017 12:00,10.44872,0.04121,0.00885
02/12/2017 12:30,10.38462,0.04029,0.01007
02/12/2017 13:00,10.41209,0.03938,0.00916
02/12/2017 13:30,10.40293,0.04121,0.00916
02/12/2017 14:00,10.42125,0.04029,0.00916
02/12/2017 14:30,10.41209,0.04121,0.00916
02/12/2017 15:00,10.44872,0.04029,0.01007
02/12/2017 15:30,10.41209,0.04121,0.00946
02/12/2017 16:00,10.40293,0.03663,0.01007
02/12/2017 16:30,10.37546,0.03022,0.01129
02/12/2017 17:00,10.39377,0.04121,0.00946
02/12/2017 17:30,10.3663,0.04121,0.00946
02/12/2017 18:00,10.40293,0.04121,0.00916
02/12/2017 18:30,10.37546,0.04121,0.00946
02/12/2017 19:00,10.3663,0.03663,0.00946
02/12/2017 19:30,10.34799,0.04029,0.00916
02/12/2017 20:00,10.31136,0.04029,0.00885
02/12/2017 20:30,10.32967,0.04121,0.01007
02/12/2017 21:00,10.26557,0.04121,0.00916
02/12/2017 21:30,10.28388,0.04121,0.00916
02/12/2017 22:00,10.28388,0.04029,0.00916
02/12/2017 22:30,10.26557,0.04121,0.00916
02/12/2017 23:00,10.24725,0.04212,0.00916
02/12/2017 23:30,10.21062,0.04029,0.00885
03/12/2017 00:00,10.24725,0.04029,0.00946
03/12/2017 00:30,10.21062,0.04029,0.00946
03/12/2017 01:00,10.21062,0.03846,0.01007
03/12/2017 01:30,10.21062,0.04121,0.00916
03/12/2017 02:00,10.18315,0.04121,0.00916
03/12/2017 02:30,10.18315,0.04121,0.00916
03/12/2017 03:00,10.17399,0.04121,0.00916
03/12/2017 03:30,10.18315,0.04121,0.00946
03/12/2017 04:00,10.34799,0.04029,0.00916
03/12/2017 04:30,10.26557,0.04121,0.00885
03/12/2017 05:00,10.14652,0.04029,0.00885
03/12/2017 05:30,10.17399,0.04121,0.00855
03/12/2017 06:00,10.17399,0.04029,0.01007
03/12/2017 06:30,10.15568,0.04304,0.00916
03/12/2017 07:00,10.12821,0.04029,0.00885
03/12/2017 07:30,10.12821,0.04121,0.01007
03/12/2017 08:00,10.13736,0.04212,0.00519
03/12/2017 08:30,10.12821,0.04121,0.00916
03/12/2017 09:00,10.05495,0.04029,0.00855
03/12/2017 09:30,10.10073,0.04029,0.00885
03/12/2017 10:00,10.01832,0.04029,0.00916
03/12/2017 10:30,10.09158,0.04029,0.01221
03/12/2017 11:00,10.09158,0.04121,0.00946
03/12/2017 11:30,10.01832,0.04121,0.00916
03/12/2017 12:00,10.01832,0.04029,0.00946
03/12/2017 12:30,9.99084,0.04121,0.00946
03/12/2017 13:00,10.00916,0.04121,0.00916
03/12/2017 13:30,9.99084,0.04029,0.00946
03/12/2017 14:00,9.97253,0.04212,0.01038
03/12/2017 14:30,10.00916,0.04121,0.01007
03/12/2017 15:00,9.96337,0.04029,0.01007
03/12/2017 15:30,9.94505,0.04304,0.01007
03/12/2017 16:00,9.97253,0.04212,0.01007
03/12/2017 16:30,9.9359,0.04121,0.00214
03/12/2017 17:00,9.90842,0.04029,0.00916
03/12/2017 17:30,9.86264,0.03938,0.01038
03/12/2017 18:00,9.90842,0.04121,0.01007
03/12/2017 18:30,9.90842,0.04121,0.00946
03/12/2017 19:00,9.86264,0.03938,0.00946
03/12/2017 19:30,9.87179,0.04029,0.00885
03/12/2017 20:00,9.84432,0.04121,0.01007
03/12/2017 20:30,9.85348,0.03663,0.00946
03/12/2017 21:00,9.85348,0.04029,0.00946
03/12/2017 21:30,9.80769,0.04212,0.01007
03/12/2017 22:00,9.83516,0.03938,0.00916
03/12/2017 22:30,9.79853,0.04121,0.00946
03/12/2017 23:00,9.79853,0.04121,0.00946
03/12/2017 23:30,9.77106,0.04029,0.00946
04/12/2017 00:00,9.78938,0.04121,0.00885
04/12/2017 00:30,9.78022,0.01923,0.00946
04/12/2017 01:00,9.7619,0.04121,0.00946
04/12/2017 01:30,9.77106,0.04121,0.00946
04/12/2017 02:00,9.78022,0.04212,0.01007
04/12/2017 02:30,9.78022,0.04121,0.01374
04/12/2017 03:00,9.89011,0.04029,0.00946
04/12/2017 03:30,9.78022,0.03938,0.00885
04/12/2017 04:00,9.81685,0.03755,0.00916
04/12/2017 04:30,9.75275,0.01923,0.00946
04/12/2017 05:00,9.78938,0.04121,0.01038
04/12/2017 05:30,9.79853,0.04029,0.00946
04/12/2017 06:00,9.78938,0.04029,0.01007
04/12/2017 06:30,9.78022,0.04029,0.00946
04/12/2017 07:00,9.77106,0.04029,0.00946
04/12/2017 07:30,9.80769,0.03755,0.00946
04/12/2017 08:00,9.79853,0.04029,0.00946
04/12/2017 08:30,9.86264,0.04121,0.00946
04/12/2017 09:00,9.79853,0.04121,0.00916
04/12/2017 09:30,9.80769,0.04029,0.00885
04/12/2017 10:00,9.82601,0.04029,0.01007
04/12/2017 10:30,9.78938,0.03938,0.00946
04/12/2017 11:00,9.73443,0.04121,0.01007
04/12/2017 11:30,9.78938,0.04121,0.00946
04/12/2017 12:00,9.83516,0.03755,0.00916
04/12/2017 12:30,9.78022,0.04212,0.01007
04/12/2017 13:00,9.78022,0.03846,0.01129
04/12/2017 13:30,9.74359,0.04029,0.00885
04/12/2017 14:00,9.79853,0.04121,0.01007
04/12/2017 14:30,9.75275,0.04121,0.00885
04/12/2017 15:00,9.75275,0.04121,0.00946
04/12/2017 15:30,9.7619,0.04029,0.00946
04/12/2017 16:00,9.7619,0.03846,0.00916
04/12/2017 16:30,9.73443,0.03022,0.00916
04/12/2017 17:00,9.7619,0.04029,0.01007
04/12/2017 17:30,9.74359,0.03846,0.00946
04/12/2017 18:00,9.75275,0.03205,0.00916
04/12/2017 18:30,9.74359,0.04029,0.00946
04/12/2017 19:00,9.75275,0.04029,0.00885
04/12/2017 19:30,9.7619,0.04121,0.00916
04/12/2017 20:00,9.73443,0.03388,0.00946
04/12/2017 20:30,9.75275,0.03388,0.00946
04/12/2017 21:00,9.74359,0.04121,0.01007
04/12/2017 21:30,9.73443,0.0119,0.01007
04/12/2017 22:00,9.7619,0.03938,0.00946
04/12/2017 22:30,9.70696,0.04121,0.01038
04/12/2017 23:00,9.70696,0.04029,0.00916
04/12/2017 23:30,9.74359,0.04212,0.00916
05/12/2017 00:00,9.73443,0.04121,0.00946
05/12/2017 00:30,9.72527,0.04121,0.00946
05/12/2017 01:00,9.74359,0.04121,0.01007
05/12/2017 01:30,9.71612,0.04121,0.00916
05/12/2017 02:00,9.73443,0.04121,0.00946
05/12/2017 02:30,9.71612,0.04121,0.01007
05/12/2017 03:00,9.71612,0.04121,0.00946
05/12/2017 03:30,9.68864,0.03297,0.00946
05/12/2017 04:00,9.70696,0.04212,0.00946
05/12/2017 04:30,9.72527,0.04029,0.00946
05/12/2017 05:00,9.70696,0.04121,0.00916
05/12/2017 05:30,9.71612,0.04212,0.00946
05/12/2017 06:00,9.66117,0.04121,0.00946
05/12/2017 06:30,9.71612,0.03205,0.00885
05/12/2017 07:00,9.73443,0.03297,0.01007
05/12/2017 07:30,9.74359,0.04121,0.01007
05/12/2017 08:00,9.73443,0.03297,0.00946
05/12/2017 08:30,9.68864,0.03297,0.00946
05/12/2017 09:00,9.70696,0.04121,0.00946
05/12/2017 09:30,9.67033,0.04121,0.00946
05/12/2017 10:00,9.68864,0.04121,0.00946
05/12/2017 10:30,9.67949,0.04029,0.01038
05/12/2017 11:00,9.6337,0.04029,0.00946
05/12/2017 11:30,9.64286,0.04121,0.00946
05/12/2017 12:00,9.6337,0.04121,0.01007
05/12/2017 12:30,9.62454,0.04121,0.01007
05/12/2017 13:00,9.62454,0.04121,0.00916
05/12/2017 13:30,9.59707,0.03938,0.00946
05/12/2017 14:00,9.62454,0.04121,0.00916
05/12/2017 14:30,9.6337,0.04029,0.00946
05/12/2017 15:00,9.60623,0.04121,0.00946
05/12/2017 15:30,9.60623,0.04212,0.00885
05/12/2017 16:00,9.60623,0.04121,0.00916
05/12/2017 16:30,9.61538,0.04121,0.00916
05/12/2017 17:00,9.60623,0.03205,0.00855
05/12/2017 17:30,9.60623,0.0348,0.00916
05/12/2017 18:00,9.61538,0.03297,0.01007
05/12/2017 18:30,9.57875,0.04121,0.01007
05/12/2017 19:00,9.55128,0.03114,0.00946
05/12/2017 19:30,9.59707,0.03114,0.01007
05/12/2017 20:00,9.56044,0.04121,0.00946
05/12/2017 20:30,9.54212,0.04029,0.00885
05/12/2017 21:00,9.5696,0.04121,0.01007
05/12/2017 21:30,9.57875,0.04029,0.00946
05/12/2017 22:00,9.65201,0.04029,0.00946
05/12/2017 22:30,9.58791,0.04121,0.01007
05/12/2017 23:00,9.58791,0.04212,0.01007
05/12/2017 23:30,9.61538,0.03297,0.00946
06/12/2017 00:00,9.61538,0.04121,0.01007
06/12/2017 00:30,9.61538,0.04121,0.01007
06/12/2017 01:00,9.60623,0.04121,0.00946
06/12/2017 01:30,9.58791,0.04304,0.00946
06/12/2017 02:00,9.60623,0.04212,0.00946
06/12/2017 02:30,9.59707,0.04121,0.00946
06/12/2017 03:00,9.60623,0.04121,0.01007
06/12/2017 03:30,9.59707,0.03205,0.00916
06/12/2017 04:00,9.64286,0.04029,0.00946
06/12/2017 04:30,9.5696,0.04212,0.01007
06/12/2017 05:00,9.59707,0.03297,0.00946
06/12/2017 05:30,9.59707,0.03297,0.00946
06/12/2017 06:00,9.62454,0.04121,0.01007
06/12/2017 06:30,9.6337,0.03297,0.00916
